,toeflScore,greV,greQ,greA,cgpa,cgpaScale,univName
7886,104,149,160,3,0.73,100,University of Texas Arlington
7887,99,151,165,3.5,0.8,100,University of Texas Arlington
7889,104,153,168,3,0.67,100,University of Texas Arlington
7890,96,151,159,2.5,0.76,10,University of Texas Arlington
7892,118,157,170,4,0.879,10,University of Texas Arlington
7893,92,142,170,3,0.732,10,University of Texas Arlington
7894,94,144,166,3,0.58,100,University of Texas Arlington
7895,98,130,130,3,0.738,100,University of Texas Arlington
7896,100,151,168,3,0.6,100,University of Texas Arlington
7899,93,144,156,3,0,0,University of Texas Arlington
7900,115,165,130,4,0.61,100,University of Texas Arlington
7901,114,152,169,4,0.82,10,University of Texas Arlington
7902,106,142,169,3,0.7,100,University of Texas Arlington
7904,97,153,169,3,0.63,100,University of Texas Arlington
7905,84,158,130,2.5,0.58,100,University of Texas Arlington
7906,98,147,162,3,0.61,100,University of Texas Arlington
7907,87,151,160,3.5,0.794,10,University of Texas Arlington
7908,104,140,170,2.5,0.74,100,University of Texas Arlington
7909,112,130,170,3.5,0,0,University of Texas Arlington
7910,100,150,156,3,0.707,100,University of Texas Arlington
7911,106,130,170,4,0.722,10,University of Texas Arlington
7912,100,150,164,3,0.787,10,University of Texas Arlington
7913,100,150,160,4,0.9775,4,University of Texas Arlington
7914,94,149,167,3,0.6069,100,University of Texas Arlington
7915,88,130,130,3,0.68,100,University of Texas Arlington
7918,105,148,160,3.5,0,0,University of Texas Arlington
7921,104,150,156,3,0.69,10,University of Texas Arlington
7922,91,158,168,3.5,0.6041,100,University of Texas Arlington
7924,116,164,170,4,0.667,100,University of Texas Arlington
7926,93,149,159,3.5,0.75,100,University of Texas Arlington
7928,100,145,156,3,0.61,100,University of Texas Arlington
7929,102,158,170,3,0.64,100,University of Texas Arlington
7930,113,141,167,4,0.571,100,University of Texas Arlington
7931,104,152,168,3.5,0.767,10,University of Texas Arlington
7933,84,139,130,3,0.78,10,University of Texas Arlington
7934,84,139,130,3,0.838,10,University of Texas Arlington
7935,80,138,170,3.5,0.7,100,University of Texas Arlington
7936,99,146,157,3,0.803,10,University of Texas Arlington
7937,99,156,164,3,0.786,10,University of Texas Arlington
7940,110,157,130,4.5,0.79,100,University of Texas Arlington
7941,102,148,148,3,0.74,100,University of Texas Arlington
7943,92,140,163,3,0.6667,100,University of Texas Arlington
7944,84,138,162,3,0.78,10,University of Texas Arlington
7945,108,149,166,4,0.76,100,University of Texas Arlington
7947,87,141,168,3,0.68,100,University of Texas Arlington
7949,100,150,160,4,0.794,10,University of Texas Arlington
7950,91,146,169,3,0.63,100,University of Texas Arlington
7953,104,151,169,3,0.814,100,University of Texas Arlington
7954,92,145,159,3.5,0.838,10,University of Texas Arlington
7955,104,153,168,3.5,0.8675,4,University of Texas Arlington
7956,95,140,163,4,0.7,4,University of Texas Arlington
7957,98,146,160,3,0.65,100,University of Texas Arlington
7958,98,144,157,2.5,0.72,10,University of Texas Arlington
7959,8,157,164,4,0.71,10,University of Texas Arlington
7960,98,148,158,4,0.58,100,University of Texas Arlington
7961,93,130,170,3,0.63,100,University of Texas Arlington
7963,108,130,169,4,0.61,100,University of Texas Arlington
7964,95,143,157,3.5,0.66,100,University of Texas Arlington
7965,110,130,170,3.5,0.823,10,University of Texas Arlington
7966,94,146,157,4,0.64,100,University of Texas Arlington
7968,113,159,130,3.5,0.69,100,University of Texas Arlington
7969,97,147,155,3,0.783,10,University of Texas Arlington
7971,91,144,155,4,0.8092,100,University of Texas Arlington
7972,104,154,130,3,0.7,100,University of Texas Arlington
7973,101,151,169,3,0.65,100,University of Texas Arlington
7974,87,148,155,3,0.75,4,University of Texas Arlington
7976,101,151,156,3,0.744,100,University of Texas Arlington
7977,103,149,162,3.5,0.79,100,University of Texas Arlington
7979,92,142,153,2,0.65,100,University of Texas Arlington
7981,106,148,170,3,0.72,100,University of Texas Arlington
7982,95,142,163,3.5,0.65,100,University of Texas Arlington
7983,95,146,155,3,0.661,10,University of Texas Arlington
7985,90,145,169,3,0.67,100,University of Texas Arlington
7987,112,155,170,3.5,0.6916,100,University of Texas Arlington
7988,85,149,157,3.5,0.68,100,University of Texas Arlington
7989,114,151,156,3.5,0.75,100,University of Texas Arlington
7990,112,146,170,4,0.94,10,University of Texas Arlington
7992,108,149,161,4,0.65,100,University of Texas Arlington
7993,98,147,161,3,0.7767,100,University of Texas Arlington
7994,95,130,130,3.5,0.69,100,University of Texas Arlington
7995,85,145,161,3,0.76,100,University of Texas Arlington
7996,98,146,159,3.5,0.6941,100,University of Texas Arlington
7998,108,130,130,4,0.743,10,University of Texas Arlington
7999,104,147,169,4,0.79,10,University of Texas Arlington
8000,98,153,165,3,0.7,100,University of Texas Arlington
8003,113,150,156,3.5,0.7421,100,University of Texas Arlington
8004,92,140,161,2.5,0.69,100,University of Texas Arlington
8005,106,157,155,3.5,0.69,100,University of Texas Arlington
8010,109,154,165,4.5,0.79,100,University of Texas Arlington
8011,116,130,130,4.5,0.63,100,University of Texas Arlington
8012,102,130,130,4,0.71,100,University of Texas Arlington
8013,100,130,169,4,0,100,University of Texas Arlington
8014,103,142,168,3.5,0.69,100,University of Texas Arlington
8015,92,142,165,3,0.8,100,University of Texas Arlington
8016,101,130,170,4,0.624,100,University of Texas Arlington
8017,103,145,161,3,0.739,10,University of Texas Arlington
8018,100,152,157,2.5,0.577,100,University of Texas Arlington
8019,98,152,159,3,0.57,100,University of Texas Arlington
8021,99,143,170,3,0.7,100,University of Texas Arlington
8022,88,146,155,3,0.74,100,University of Texas Arlington
8023,98,156,167,3,0.74,100,University of Texas Arlington
8024,103,146,169,3.5,0,0,University of Texas Arlington
8025,98,140,170,3.5,0.7,100,University of Texas Arlington
8026,101,151,160,3,0.67,100,University of Texas Arlington
8027,90,143,151,3,0.81,10,University of Texas Arlington
8028,107,156,169,3,0.63,100,University of Texas Arlington
8030,107,149,161,3.5,0.84,100,University of Texas Arlington
8031,104,130,130,3.5,0.82,100,University of Texas Arlington
8032,114,159,170,4,0.808,100,University of Texas Arlington
8033,106,130,170,3.5,0.79,100,University of Texas Arlington
8034,100,130,169,3,0.78,100,University of Texas Arlington
8036,87,136,157,3.5,0.6503,100,University of Texas Arlington
8037,95,149,130,3.5,0.6,100,University of Texas Arlington
8038,105,147,164,3,0.81,100,University of Texas Arlington
8040,92,144,170,3.5,0.934,10,University of Texas Arlington
8043,90,144,158,2.5,0.68,100,University of Texas Arlington
8045,87,145,154,3.5,0.8,100,University of Texas Arlington
8049,110,155,162,4,0.6052,100,University of Texas Arlington
8050,93,130,144,3.5,0,0,University of Texas Arlington
8051,103,153,158,3.5,0.7,100,University of Texas Arlington
8052,96,145,163,3,0.6722,100,University of Texas Arlington
8055,91,144,156,3.5,0.811,10,University of Texas Arlington
8056,91,158,168,3.5,0.5851,100,University of Texas Arlington
8057,103,130,170,3,0.6,100,University of Texas Arlington
8058,88,139,162,3.5,0.668,100,University of Texas Arlington
8059,93,160,168,3.5,0.772,100,University of Texas Arlington
8060,100,149,161,4.5,0.904,10,University of Texas Arlington
8061,84,143,156,2.5,0.775,10,University of Texas Arlington
8062,100,148,160,3.5,0.7588,100,University of Texas Arlington
8063,102,141,168,3,0.7018,100,University of Texas Arlington
8064,97,147,160,4,0.66,100,University of Texas Arlington
8065,90,130,168,3.5,0.735,10,University of Texas Arlington
8066,110,158,170,3,0.6345,100,University of Texas Arlington
8068,93,148,155,3,0.6503,100,University of Texas Arlington
8069,107,153,163,3.5,0.843,10,University of Texas Arlington
8070,97,150,130,3,0.56,100,University of Texas Arlington
8071,104,130,130,3,0.7,100,University of Texas Arlington
8072,106,148,159,4,0,0,University of Texas Arlington
8073,114,153,162,4,0.7,100,University of Texas Arlington
